name,sex,daysold,height,waist,leg,weight_age1,measure,result,debut,graded_winner,win1,win2,win3
シーニッククルーズ,1,479,154.5,174.5,21.1,461,495,498,370,0,,,
グラナタス,1,422,145.5,163,19.9,386,576,438,370,0,,,
ジスターキ,0,603,156.5,184,19.6,455,473,454,370,0,,,
ファートゥア,0,453,154,170.5,20.1,425,576,466,369,0,,,
ミーアシャム,0,466,150,170,19.4,415,576,446,369,0,,,
アスコルターレ,1,426,146,164.5,18.5,350,577,424,369,0,,,
アローオブライト,1,509,153,171,21.4,416,534,476,369,0,,,
グレインワーク,1,522,155,171,21.5,447,534,492,369,0,,,
マラムデール,0,464,149,167,18.7,384,576,436,369,0,,,
ブエナベントゥーラ,1,470,151,169.5,20,404,577,504,368,0,,,
ドナウエレン,0,471,149,173,19.5,405,577,456,368,0,,,
ゾディアックサイン,1,521,161,174,21,450,534,474,368,0,,,
クエイヴァー,0,574,150,171,19.5,415,494,444,368,0,,,
ラスマドレス,0,533,160,180,20,438,494,442,368,0,,,
オルボンディール,0,590,155,173,20.2,466,473,444,368,0,,,
ティーガーデン,1,444,154,176,20.8,449,576,492,367,0,,,
ヴェールクレール,0,542,154,173.5,19.8,441,534,452,367,0,,,
アグラード,1,504,154,177,20.1,440,494,458,367,0,,,
アンティノウス,1,467,149,171,20.8,415,577,504,367,0,,,
シャンディエン,1,476,154,172,21.6,453,576,486,366,0,,,
エルダーサイン,0,472,154,177.9,20.2,460,576,470,366,0,,,
イリディセント,0,576,153.5,173,19.8,433,494,454,366,0,,,
フルレゾン,0,556,157.5,178.5,19,449,494,450,366,0,,,
ロートホルン,0,543,155,184,21,484,495,466,366,0,,,
マイエレメント,0,470,156,175.5,20.5,442,495,480,366,0,,,
コンダクトレス,0,584,159,182,19.4,465,494,448,366,0,,,
サラーブ,0,547,153,178,19.5,464,473,494,366,0,,,
グランサム,1,581,150,176,20.5,429,494,458,366,0,,,
ベルフロレゾン,0,596,154.5,172,20,424,473,422,366,0,,,
ホットセット,1,439,152,167.5,19.5,381,577,470,366,0,,,
アルメリアブルーム,0,384,153,164,19.1,352,577,406,366,0,,,
ダイヤモンドハンズ,1,483,159,179,22,462,576,498,365,0,,,
バスターコール,1,477,156,175.5,20.6,454,576,484,365,0,,,
メテオールライト,0,538,155,175,19.6,441,533,426,365,0,,,
サンカルパ,0,526,161,176.5,20,447,533,474,365,0,,,
ウェイヴァリー,1,570,159.5,178,20.6,497,494,528,365,0,,,
カーミングライツ,1,570,158,176.5,21.4,495,495,522,365,0,,,
ヴィッテルスバッハ,1,551,150.5,173,20.3,430,494,438,365,0,,,
リグージェ,1,547,157,178,21,467,494,470,365,0,,,
カーラデマドレ,0,533,155.5,178,20.8,477,495,464,365,0,,,
グランジョルノ,1,510,156,174.5,20.1,438,495,472,365,0,,,
ネティフラウ,0,477,158.5,169.5,20,423,577,466,364,0,,,
クライスレリアーナ,0,466,156.5,169,19.9,406,577,436,364,0,,,
エーリアル,0,541,157.5,175,19.5,468,533,498,364,0,,,
チェレスタ,0,528,155.5,176,20.3,454,533,486,364,0,,,
メイレンシュタイン,1,466,149.5,168.5,19.2,422,495,446,364,0,,,
ラヴドワンズ,0,461,150.5,174.5,19.4,420,495,454,364,0,,,
ヘヴンズコーヴ,1,471,151,165,19,373,576,426,364,0,,,
クレスクント,0,581,162,184.5,19.5,520,494,510,363,0,,,
グースベリー,0,521,154.5,173.5,20.2,463,494,488,363,0,,,
モントボーゲン,0,505,152,173.5,19.3,414,576,466,363,0,,,
コルコバード,0,537,155,173,18.8,441,494,422,363,0,,,
スタインウェイ,1,432,154.5,173,21.2,459,576,490,362,0,,,
マックスキュー,1,487,151,166.5,20.6,419,534,484,362,0,,,
ビオグラフィー,0,464,149.5,173,19,418,533,464,362,0,,,
ローヌグレイシア,0,478,154,175,19.8,459,533,488,362,0,,,
ラブリュス,1,519,155,172,20,450,494,500,362,0,,,
ケルフロイデ,1,549,153.5,178,20.5,457,494,472,362,0,,,
ガンサリュート,1,523,156,177,20,463,495,516,362,0,,,
マルムーティエ,0,548,155.5,173.5,19.8,447,495,466,362,0,,,
ダンスウィズユー,0,510,164.5,179.5,20.6,522,474,552,362,0,,,
キャプテンロブロイ,1,575,155,180,20.5,495,473,504,362,0,,,
グラドゥアーレ,1,558,152,177,20.8,454,474,470,361,0,,,
ドゥラモンド,1,531,155,174,20.6,456,534,480,360,0,,,
ライジングホープ,0,560,151,173.5,19.3,438,494,412,360,0,,,
アンジーニョ,0,513,155,175,20.5,418,533,414,359,0,,,
グランカッサ,0,563,160.5,183.5,20.5,497,495,498,359,0,,,
カウディーリョ,1,535,154.5,169,20.8,407,494,424,359,0,,,
プロスペリティ,0,504,154.5,172,19.7,413,494,436,359,0,,,
フルラーナ,0,488,147.5,170.5,18.7,394,494,422,359,0,,,
ロイヤルアフェア,1,563,157,173,21.1,469,473,482,359,0,,,
イルーシヴグレイス,0,583,151,170.5,19.1,407,494,406,359,0,,,
アロマデローサ,0,505,151.5,175.5,20.5,438,533,440,358,0,,,
ブラストウェーブ,1,489,158,179.5,21.1,504,533,538,358,0,,,
クァンタムウェーブ,1,569,154,178,21.6,488,495,512,358,0,,,
アヴァンセヴェリテ,0,559,159,177.5,19.7,452,494,440,358,0,,,
ライトウォーリア,1,558,157,175,20.7,458,494,472,358,0,,,
セイルロケット,1,478,149,168.5,20.1,404,495,446,358,0,,,
サンデュエル,1,542,159,177.5,20.9,466,533,486,357,0,,,
クロスキー,1,518,154.5,178.5,21.3,481,494,512,357,0,,,
ジュビリーヘッド,1,512,149,168.5,20.3,404,494,446,357,0,,,
スクウェアセイル,0,537,156,180.5,20,464,495,448,356,0,,,
スパークルライト,1,510,157,178,21,474,494,522,356,0,,,
カープストリーマー,1,477,153.5,174,20.9,458,494,512,356,0,,,
イリデッセンス,0,614,159.5,182,19.7,484,473,476,356,0,,,
アレマーナ,0,508,154,180,20.2,438,494,470,355,0,,,
エピカリス,1,521,156,177,20.4,461,495,492,355,0,,,
レプランシュ,1,500,150.5,171.5,21,437,494,462,355,0,,,
ゴールドエフォート,0,563,152.5,181,20,453,473,442,355,0,,,
アランデル,1,535,163,179,21.8,471,534,526,354,0,,,
ユリシスブルー,0,499,156.5,180.5,20.4,482,534,538,353,0,,,
ブルーペクトライト,0,535,154.5,176.5,19.7,460,494,466,353,0,,,
クロスリーフ,0,507,153.5,173.5,21,444,494,476,353,0,,,
ビートメイカー,0,487,150,173.5,19,410,494,426,353,0,,,
キングスヴァリュー,1,594,157.5,177.5,20.1,441,473,480,353,0,,,
ハウナニ,0,598,157,177.5,20,465,473,470,353,0,,,
ローズサクシード,1,562,159,176,21,476,473,504,353,0,,,
フラットレー,1,505,153,172,20,445,494,478,353,0,,,
ヴァランシエンヌ,0,449,155.5,174.5,19.7,448,533,468,352,0,,,
レアリゼアンレーヴ,0,590,150.5,172,20,425,494,420,352,0,,,
エクサビット,0,583,156,180.5,20,489,494,452,352,0,,,
ココアミュレット,0,541,158,182,19.5,452,495,454,352,0,,,
アッファシナンテ,0,500,153.5,173,19,404,494,484,352,0,,,
セレブレイトダンス,0,580,150.5,173,19.1,395,473,432,352,0,,,
サクステッド,1,514,152,172.5,20.8,438,494,476,352,0,,,
アンブロジオ,1,560,156.5,169,20,412,473,440,352,0,,,
アーサーズウィーク,1,458,155,170,20.2,441,533,510,351,0,,,
ミラクルキャッツ,0,518,152,176.5,20.1,440,533,456,351,0,,,
ラティーンセイル,0,561,155.5,183.5,19.9,502,494,480,351,0,,,
エデルクローネ,1,527,154,179.5,21,453,495,476,351,0,,,
グランドデューク,1,522,151,177.5,20,457,494,520,351,0,,,
オーソクレース,1,583,156,178,20,455,495,470,350,0,,,
ヴィルヘルム,1,570,154,176.5,21,495,495,494,350,0,,,
ストゥーティ,0,565,149,170.5,20,406,495,420,349,0,,,
トリフォリウム,0,569,164.5,180,19.7,494,494,518,348,0,,,
アルトシュタット,1,515,151,175,20.4,442,494,468,348,0,,,
ブレイキングザロウ,1,536,159,180.5,20.8,490,473,508,348,0,,,
パタゴニア,0,528,157,178,19.5,446,534,492,347,0,,,
フォラブリューテ,0,481,154.5,176,19.6,431,494,438,347,0,,,
マーフィー,1,562,154,181,20.4,500,474,496,347,0,,,
コルレオニス,1,589,155,176.5,20.1,461,494,442,346,0,,,
ローマンネイチャー,1,546,158.5,171,20.1,438,533,472,345,0,,,
ヴィントシュティレ,0,569,160,182.5,19.6,480,494,456,345,0,,,
ファーヴェント,1,550,153,176,21.4,475,494,494,345,0,,,
バーミーズルビー,0,511,152,175,19.3,436,495,454,345,0,,,
ラストプリマドンナ,0,594,151,177,19,453,473,424,345,0,,,
ジュドー,1,533,154,181,20,470,533,476,344,0,,,
ソルドラード,1,579,159,182,22,494,494,486,344,0,,,
マスターワーク,0,511,155,174.5,20.4,450,494,480,344,0,,,
ダブルクラッチ,1,499,154,175.5,21,461,494,476,344,0,,,
チャーチモード,1,535,155.5,185,21.5,487,533,524,343,0,,,
デンティベス,1,532,156,178,21.1,440,533,468,342,0,,,
ククナ,0,512,153.5,171,19.3,425,495,446,342,0,,,
シンシアズブレス,0,566,158,174.5,19.9,454,473,466,342,0,,,
ティソーナ,1,582,153,179.5,21.1,484,494,486,341,0,,,
メロディーア,0,489,152,174,18.9,410,495,472,341,0,,,
デクレアビクトリー,1,547,158.5,176,20.9,497,474,554,341,0,,,
グランパドゥシャ,0,576,154,176,19.4,444,494,426,340,0,,,
ラスハンメル,1,492,157.5,178,22,477,494,516,340,0,,,
ルーカス,1,545,161,179.5,21,492,473,488,339,0,,,
オリーヴベリー,1,423,152.5,168,20,415,533,476,338,0,,,
モルティフレーバー,0,566,158,177,21,453,495,452,338,0,,,
ファクトゥーラ,0,550,154,184,19.6,470,494,454,338,0,,,
ブルクトーア,1,541,150,173.5,20.9,441,495,476,338,0,,,
メルキュール,0,508,155.5,174,19.6,443,494,458,338,0,,,
フリートオブフット,0,458,153,174,19.9,424,533,450,337,0,,,
ナイトキャッスル,1,531,155,181,21.1,510,533,506,337,0,,,
クロニオス,1,536,159,183,21.8,477,533,526,337,0,,,
グラニットピーク,1,533,158,186.5,22.5,504,533,496,337,0,,,
セラトーン,1,592,152.5,177,20.6,478,495,482,337,0,,,
リッスンクロース,0,563,155,174,19,457,495,442,337,0,,,
カロローザ,0,562,155.5,179,20.2,469,495,468,337,0,,,
アートレスマインド,1,533,154,173,20.4,448,495,452,337,0,,,
アイスグリーン,1,487,157,178,20.9,452,533,474,336,0,,,
ルヴァン,1,566,154,176,20.3,440,494,456,336,0,,,
ヴェルナー,1,500,157,177,20.3,473,495,512,336,0,,,
レガーメダモーレ,1,474,161,175,21,458,495,510,336,0,,,
トラペジスト,1,503,154.5,176,20.1,473,533,514,335,0,,,
ラトラース,1,536,155,171,20.3,439,534,462,335,0,,,
アマンテビアンコ,1,538,156,178.5,21,491,533,536,335,0,,,
ココファンタジア,0,518,157.5,173,20.1,437,494,458,335,0,,,
アメリカンビキニ,0,486,151,173,20.3,441,534,492,334,0,,,
クレーキング,1,543,153,178.5,21.1,458,534,496,334,0,,,
トライフォーリアル,1,509,153.5,178,21.6,459,533,496,334,0,,,
ジレトール,1,491,154,170,20.5,401,494,480,334,0,,,
クラリティーアイズ,0,573,158.5,181,19.8,439,494,442,334,0,,,
ジェードグリーン,1,531,155,175,19.8,449,495,464,334,0,,,
レーヌドコロール,0,576,157.5,182,19.3,480,473,490,334,0,,,
ブライトクォーツ,1,542,158.5,171.5,21.8,455,474,488,334,0,,,
ヴィンカマヨール,1,429,152,171,20.1,405,533,492,333,0,,,
ディオファントス,1,484,154,174,20.8,438,494,490,333,0,,,
ウィッシュノート,0,572,151.5,182.5,19.8,444,474,428,333,0,,,
ノックオンウッド,1,461,150,171,20.5,427,534,504,332,0,,,
ラリーレイド,1,574,153.5,179.5,20,462,494,478,332,0,,,
アントルシャ,0,576,151,174,19.4,439,494,436,332,0,,,
ヴィンブルレー,0,523,155.5,179,19.8,443,495,454,331,0,,,
アーマルコライト,1,498,153,174,21,465,494,514,331,0,,,
トゥザフロンティア,1,562,158.5,176.5,21.5,478,494,482,331,0,,,
トゥンバドーラ,0,581,151,176.5,18.8,435,494,456,331,0,,,
コラリン,0,512,147.5,172,19.3,417,533,450,330,0,,,
ハイアムズビーチ,0,543,157,179.5,20.3,480,533,490,330,0,,,
アンティジャミーラ,0,572,153.5,174,19.5,438,495,454,330,0,,,
ケープオブストーム,1,565,159.5,180.5,21.5,494,494,506,330,0,,,
サンルイス,1,564,162,192.5,22.5,536,494,530,330,0,,,
ノーエクスキューズ,1,507,154,180.5,20.5,463,494,492,330,0,,,
ルメッサージュ,0,500,145,168,19.1,395,494,402,330,0,,,
ゴールドティア,0,516,151,173,20.2,436,494,458,329,0,,,
ポートデラメール,0,464,148.5,167.5,19,382,534,408,328,0,,,
フェンダー,1,540,159,179,21.3,484,533,514,328,0,,,
リリアンフェルス,0,498,153,176,19.2,423,495,428,328,0,,,
セカンドエフォート,1,578,159,176,21,481,473,498,328,0,,,
プリンシパルスター,1,560,150.5,179,20,434,473,444,328,0,,,
パーカッション,1,581,157,180,21.2,486,494,544,327,0,,,
アステロイド,1,592,160.5,187.5,21.6,524,474,508,327,0,,,
バルレッタ,0,536,150,174,19.3,434,534,430,326,0,,,
リュラネブラ,1,535,152,175,21.1,440,534,478,326,0,,,
フェブランシェ,0,580,160.5,183,21,518,494,518,326,0,,,
コルティーナ,0,576,158,177.5,20.6,488,494,484,326,0,,,
スリーパーダ,0,544,152.5,171.5,19.2,411,494,398,326,0,,,
ガウディウム,1,489,153,170.5,20.4,416,495,432,326,0,,,
ウインターズテイル,0,580,154.5,175,20,462,494,450,325,0,,,
ロングランメーカー,1,581,159,183.5,20.6,514,473,510,325,0,,,
ヴァルディノート,1,566,152,178,20.8,428,494,462,325,0,,,
マニカルニカ,0,457,151.5,175.5,19.8,463,533,492,324,0,,,
リアグラシア,0,527,155,176,20.2,469,533,484,324,0,,,
コイヌール,1,581,157,173,21,448,494,464,324,0,,,
アロンディ,1,562,153.5,177,20,460,495,444,324,0,,,
アメリカンウェイク,0,557,158,179,19.4,457,494,482,324,0,,,
ディキシーナイト,1,549,160.5,178,21,496,494,524,324,0,,,
ジャズブルース,1,474,152.5,169,20,406,533,456,323,0,,,
マローディープ,1,520,152,175,20.8,464,533,490,323,0,,,
スピアザゴールド,1,516,160.5,173.5,20.7,447,494,476,321,0,,,
モーベット,0,525,156,178.5,20,460,533,464,320,0,,,
グランディア,1,531,156,180,20,426,494,468,320,0,,,
フォアランナー,1,529,158,176,21,482,494,510,320,0,,,
キュイキュイ,0,484,154.5,180,19.9,451,495,446,320,0,,,
フィアマロッサ,0,568,156.5,182,21,482,474,522,320,0,,,
ファンネルマーク,1,469,151,174.5,21.5,477,494,528,319,0,,,
クルークハイト,0,508,153,176,20,448,495,444,319,0,,,
ストリンジェンド,1,567,156,173.5,20,456,494,472,318,0,,,
ライジングアロー,1,519,156,173,21.2,461,494,506,318,0,,,
ラクサパーナ,0,474,148.5,172.5,20,426,494,434,318,0,,,
ベストヴォヤージュ,0,578,154,184.5,19.5,449,494,438,318,0,,,
ラソワドール,0,497,157.5,176,20,465,473,494,318,0,,,
クナップフラウ,0,556,154.5,171.5,19.8,423,494,428,318,0,,,
ルシフェル,0,504,153,175,20,453,494,476,317,0,,,
バズアップビート,1,483,154,175.5,20.9,466,495,494,317,0,,,
ニードルズアイ,1,571,151.5,171,20,434,494,444,316,0,,,
シェルメール,0,487,150,169.5,18.6,390,494,416,316,0,,,
アークライト,1,522,158.5,175.5,20.8,470,495,510,315,0,,,
オリンダ,0,520,152,173.5,19.2,412,494,436,314,0,,,
エスティタート,0,570,155,172.5,19.8,429,494,434,314,0,,,
ワンソックワンダー,1,571,160.5,184,21.2,510,473,542,314,0,,,
ディーパワンサ,0,564,151,178,19.3,437,495,422,313,0,,,
ディアマイラブ,0,553,156.5,177,19.4,471,474,450,313,0,,,
ルクスグローリア,1,501,157.5,171,20.5,465,494,494,312,0,,,
ビートフォーセール,0,600,153,180,19.4,488,474,456,312,0,,,
レーツェル,0,548,157.5,186,19.4,457,494,474,311,0,,,
ビスタストリカ,0,586,160,182,20,480,494,452,310,0,,,
キアレッツァ,0,504,151.5,172,19.5,402,494,422,310,0,,,
ヴェロニカグレース,0,586,156,177.5,21,443,473,468,310,0,,,
サザンレインボー,1,502,155,176.5,20.5,477,494,536,308,0,,,
ブランシェクール,0,552,155,184,20.7,483,494,500,307,0,,,
スティーマーレーン,1,521,155,175,20.4,453,495,484,306,0,,,
ヴァンクールシルク,1,509,156.5,180,21.4,500,474,538,306,0,,,
トリコロールブルー,1,525,157,178.5,21.1,469,474,484,306,0,,,
ロータスペトル,1,591,150.5,176,20.1,462,494,474,305,0,,,
フラグランツァ,1,574,151,176.5,20.7,441,494,472,305,0,,,
バレーロ,1,527,156,170,20,470,474,456,305,0,,,
トラジェクトワール,1,521,153,176,20.6,437,494,470,304,0,,,
ボーマルシェ,1,543,156,177,20.7,446,494,466,304,0,,,
ディロス,1,572,156,176,21.7,495,473,494,304,0,,,
イルジオーネ,0,582,162.5,180,20.5,486,494,490,303,0,,,
ジョリーレーヌ,0,571,150,176,19.5,444,495,422,303,0,,,
フォルクスリート,0,514,157,178,21.1,486,494,482,303,0,,,
ヴェスターヴァルト,1,527,150,169,20,427,494,462,302,0,,,
ネーヴェフレスカ,0,500,154,178.5,19.1,444,495,446,302,0,,,
ジェネラルウィル,0,510,156,176,19.8,454,494,446,299,0,,,
ウィズワンアセント,1,555,160,182.5,22,490,495,518,299,0,,,
アライバル,1,513,154.5,174.5,21.2,458,494,474,298,0,,,
ラバピエス,1,576,158.5,180,21.3,495,474,492,298,0,,,
グレッソネイ,1,593,155,180,20.9,486,494,508,297,0,,,
ミーティアトレイル,1,551,157,172.5,20.2,431,494,426,297,0,,,
アシセバイラ,0,572,155,180,19,478,494,468,296,0,,,
フラッシュノワール,1,555,155,172,20.2,453,494,456,296,0,,,
ベルクワイア,0,549,154,179.5,20.6,492,494,496,296,0,,,
ローブレガリア,0,514,157,177,20.1,440,473,478,296,0,,,
チェルヴィーノ,0,569,158.5,183,20.2,490,494,490,295,0,,,
グランデフィオーレ,0,555,155,179,20.1,472,495,452,294,0,,,
ジェネティクス,1,543,151,179,20.5,492,494,500,294,0,,,
シャクンタラー,0,596,161.5,187,20.6,538,473,528,293,0,,,
アストラエンブレム,1,527,155.5,175.5,20.8,441,473,470,293,0,,,
ヴァーンフリート,1,554,157,178,21,497,494,512,292,0,,,
ダグザ,1,504,151.5,173,20.1,431,494,468,292,0,,,
カイカノキセキ,0,557,155,181,20.2,487,494,472,291,0,,,
プロトポロス,1,515,157,176,20.6,470,494,476,291,0,,,
プレミアムスマイル,0,509,152.5,177,19.7,466,494,476,291,0,,,
グランサバナ,1,486,151.5,173,20.6,434,494,482,291,0,,,
シトラール,1,514,151.5,176,20.4,463,494,474,290,0,,,
ミルテンベルク,1,498,157,175.5,20.9,450,494,460,290,0,,,
キープシークレット,0,583,153.5,176.5,19.1,470,473,454,290,0,,,
ウィンスタンリー,1,570,158,179.5,20.5,453,495,484,289,0,,,
リンゲルブルーメ,0,559,154.5,179,20.1,476,495,484,289,0,,,
グラフレナート,1,518,154,170.5,21,437,495,452,288,0,,,
シャルロワ,0,478,156,175.5,19.6,457,494,470,288,0,,,
カスティーリャ,1,578,156,176,20.2,435,495,432,287,0,,,
エアリーフローラ,0,473,148.5,169,19,392,494,394,287,0,,,
クレイドル,0,544,156.5,176,19.3,453,494,456,285,0,,,
アンジュシャルマン,0,535,152.5,181,19.2,493,495,480,285,0,,,
ガーランドワルツ,0,499,154,176,19.8,440,474,444,285,0,,,
ラクスバラディー,0,524,162,180,20.2,479,494,490,284,0,,,
スティルディマーレ,1,553,160,182,22.1,483,494,502,283,0,,,
モノドラマ,1,575,154,177,20.3,466,473,484,283,0,,,
ヴァイザー,1,514,149,176,20.2,423,494,420,283,0,,,
グレートバニヤン,1,532,157.5,183,20.3,482,494,512,282,0,,,
バイオレントブロー,1,498,155,174.5,20.3,450,494,476,282,0,,,
アブソルティスモ,1,582,155,181,21.5,504,494,496,281,0,,,
スプリングゲイル,0,536,147,176.5,19.7,461,474,436,277,0,,,
ブルヴェルソン,1,561,152.5,173,19.9,448,473,500,276,0,,,
クードラパン,0,505,157,181,20.4,457,473,464,272,0,,,
アズールムーン,0,531,160.5,187.5,21,540,474,490,271,0,,,
ブラヴォバンビーノ,1,526,156,176,20.1,456,474,462,271,0,,,
セドゥラマジー,0,524,160.5,180.5,20.5,466,473,496,261,0,,,
